village_id,village_name,district,state,latitude,longitude,area_sq_km,avg_solar_irradiance_kwh_m2_day,annual_sun_hours,seasonal_solar_variation_percent,avg_temperature_c,rainfall_mm_year,cloud_cover_percent,population,households,estimated_annual_electricity_demand_kwh,agricultural_demand_kwh,public_facility_demand_kwh,grid_connected,grid_reliability_percent,avg_daily_power_hours,outage_hours_month,distance_to_grid_km,existing_solar_capacity_kw,existing_solar_project,solar_pumps_count,existing_solar_generation_kwh_year,recommended_capacity_kw,installation_cost_inr,maintenance_cost_inr_year,panel_efficiency_percent,system_efficiency_percent,expected_annual_generation_kwh,electricity_value_inr_kwh,degradation_rate_percent,project_lifetime_years,priority_score
V29397,Village_9397,District_9,Telangana,8.412175,69.123293,5.62,5.87,3080.0,28.86,34.84,1437.0,39.23,14174,3418,8510546.0,4079131.0,639829.0,True,86.92,10.61,37.57,14.04,103.45,False,16,161139.0,1000.0,49753652.0,1398862.0,23.39,76.88,1926392.0,8.52,0.81,25,62.73
V29398,Village_9398,District_9,Gujarat,31.4074,82.766847,3.48,5.52,3221.0,14.06,22.03,993.0,27.79,1281,245,444989.0,120703.0,45479.0,True,68.33,15.1,41.93,7.66,29.18,False,18,43492.0,322.45,21900927.0,796179.0,23.41,78.94,600292.0,5.68,0.86,24,53.26
V29399,Village_9399,District_3,Tamil Nadu,22.846236,69.528322,47.36,4.61,3189.0,34.21,19.64,1234.0,51.2,31160,6940,11923297.0,3596247.0,395656.0,False,0.0,2.36,173.76,2.33,42.16,False,5,65918.0,1000.0,47058682.0,566906.0,19.75,82.7,1374157.0,7.54,0.42,21,73.97
V29400,Village_9400,District_28,Karnataka,10.035099,88.095526,9.72,5.12,2729.0,12.66,33.28,1161.0,47.37,30515,7068,10192124.0,3755029.0,815311.0,False,0.0,6.06,164.98,13.74,129.64,True,1,224032.0,1000.0,47480683.0,1840315.0,17.57,80.63,1323736.0,6.22,0.49,24,77.69
V29401,Village_9401,District_13,Telangana,18.779142,74.12624,54.92,6.08,2913.0,7.44,28.97,396.0,15.02,39193,7525,23556874.0,4004013.0,1719388.0,False,0.0,6.76,115.66,8.16,112.25,False,4,175206.0,1000.0,64985376.0,1956676.0,19.0,76.94,1622080.0,6.58,0.55,21,87.92
V29402,Village_9402,District_22,Karnataka,15.361812,77.297077,26.49,5.89,2968.0,18.15,19.03,215.0,36.14,16655,3031,5485751.0,1974356.0,224881.0,True,84.25,20.54,59.72,1.19,147.26,False,12,234584.0,1000.0,48045833.0,1431258.0,20.11,89.55,1935779.0,5.68,0.73,20,62.19
V29403,Village_9403,District_19,Bihar,16.838628,76.704308,27.23,5.8,2898.0,23.55,26.98,281.0,13.47,15484,4216,7885370.0,2729954.0,288088.0,True,88.52,16.6,17.12,12.82,43.27,True,17,59102.0,1000.0,63050718.0,2302107.0,23.21,89.36,2195377.0,8.69,0.36,20,62.01
V29404,Village_9404,District_1,Telangana,15.636732,86.421592,50.69,5.89,2343.0,27.69,30.55,1722.0,48.09,30120,6956,13483039.0,2252205.0,710891.0,True,96.45,9.74,60.78,9.17,87.26,False,14,127261.0,1000.0,59713850.0,683265.0,16.52,78.97,1402330.0,7.5,0.86,22,61.39
V29405,Village_9405,District_19,Rajasthan,18.159291,77.392089,48.11,5.89,2875.0,27.57,20.68,796.0,52.45,20202,3823,10160600.0,4963186.0,479831.0,True,68.89,9.84,30.32,8.39,43.73,False,0,72106.0,1000.0,69564062.0,2765291.0,17.7,85.77,1631875.0,6.88,0.93,21,67.12
V29406,Village_9406,District_21,Telangana,13.243948,89.96283,25.66,5.16,3051.0,26.1,34.66,227.0,46.02,3198,776,1167853.0,305185.0,84442.0,True,73.54,9.08,70.96,0.12,99.64,False,13,119634.0,723.24,49236191.0,1732693.0,17.41,85.26,1010972.0,6.05,0.7,24,50.47
V29407,Village_9407,District_29,Rajasthan,28.467233,73.06864,11.01,6.07,2346.0,18.64,33.05,1149.0,24.81,41602,8689,14311720.0,3807885.0,1292460.0,True,91.81,17.29,76.85,6.98,53.81,False,11,64732.0,1000.0,61558207.0,877171.0,16.51,79.79,1459308.0,4.75,0.56,21,64.65
V29408,Village_9408,District_21,Karnataka,22.583848,69.833936,41.05,5.64,2414.0,33.64,25.83,1521.0,30.62,10607,1934,5685599.0,1730381.0,586440.0,True,90.74,12.22,53.63,7.16,61.58,False,3,78402.0,1000.0,53608866.0,1726913.0,19.46,90.88,1820343.0,5.11,0.55,24,57.47
V29409,Village_9409,District_12,Bihar,34.8865,95.871232,44.2,5.37,2405.0,23.74,31.67,272.0,20.06,30792,6507,13389641.0,6092910.0,1131403.0,True,78.9,23.57,12.92,4.96,121.35,False,11,150948.0,1000.0,57269869.0,760127.0,21.41,83.49,1751815.0,5.15,0.58,20,60.63
V29410,Village_9410,District_24,Madhya Pradesh,12.018779,89.335535,32.17,4.92,3095.0,34.41,24.55,1325.0,20.81,14786,3199,7346525.0,1180864.0,709914.0,True,94.58,13.18,60.67,14.67,135.09,False,1,184319.0,1000.0,67792194.0,1194753.0,18.63,82.46,1379381.0,6.86,0.93,22,49.83
V29411,Village_9411,District_5,Karnataka,8.347417,80.633111,1.86,6.12,2527.0,12.19,27.85,1702.0,29.57,12585,2551,7933568.0,1753318.0,891478.0,True,99.48,9.38,33.25,13.9,116.95,False,2,205688.0,1000.0,48143994.0,1753335.0,20.02,86.87,1942443.0,5.92,0.41,25,60.51
V29412,Village_9412,District_6,Karnataka,26.625218,91.421623,27.01,4.84,2211.0,17.95,22.19,1723.0,19.16,38090,9118,13409563.0,6523835.0,1085029.0,True,80.09,14.06,24.24,10.62,58.38,False,1,75298.0,1000.0,73774033.0,2565210.0,20.55,79.0,1433993.0,7.44,0.81,21,55.88
V29413,Village_9413,District_6,Uttar Pradesh,8.301865,71.883754,48.89,5.86,2251.0,16.77,18.88,1270.0,14.26,42576,8462,20629675.0,9701036.0,1954970.0,True,83.47,11.51,30.66,13.46,97.47,False,8,159659.0,1000.0,47293613.0,1347647.0,19.18,84.67,1736755.0,4.62,0.67,22,65.22
V29414,Village_9414,District_6,Tamil Nadu,16.645185,85.250675,57.51,4.37,2738.0,8.63,30.45,402.0,45.06,8811,2057,3056360.0,1468450.0,270325.0,True,79.13,19.16,22.02,14.92,99.29,False,4,120014.0,1000.0,71607115.0,2712073.0,17.62,85.76,1205133.0,7.92,0.67,25,46.51
V29415,Village_9415,District_30,Uttar Pradesh,14.552844,78.995822,37.89,4.88,2689.0,17.8,22.16,1409.0,18.75,22986,5021,13536252.0,3321314.0,733960.0,False,0.0,3.12,65.28,5.13,32.74,False,18,44874.0,1000.0,57844459.0,1250259.0,23.83,75.59,1604246.0,8.3,0.45,22,75.89
V29416,Village_9416,District_21,Maharashtra,17.358459,82.938796,4.38,5.96,2830.0,5.48,26.5,1096.0,38.11,14158,4010,5684019.0,1832574.0,321032.0,True,67.41,18.41,64.52,10.99,144.17,True,17,245383.0,1000.0,68306916.0,2171905.0,22.97,84.47,2110438.0,8.76,0.4,25,67.03
V29417,Village_9417,District_5,Rajasthan,30.81905,69.761604,34.38,5.25,3183.0,28.05,28.83,1524.0,27.2,42325,7839,20073906.0,4224305.0,794204.0,True,81.14,16.86,46.03,3.99,45.27,False,18,72990.0,1000.0,46784923.0,1504790.0,23.92,78.26,1793590.0,7.51,0.43,22,61.26
V29418,Village_9418,District_14,Telangana,17.921787,79.602843,54.23,6.01,3259.0,29.35,20.2,611.0,54.11,18563,5241,7485491.0,2149567.0,523666.0,True,96.6,8.87,68.46,2.58,5.03,False,15,7533.0,1000.0,53228253.0,1913526.0,19.5,77.88,1665704.0,8.83,0.76,23,62.44
V29419,Village_9419,District_25,Rajasthan,13.38607,68.789772,32.39,4.96,3030.0,19.62,20.04,600.0,12.66,28863,7473,11595770.0,3845335.0,1096568.0,False,0.0,5.46,176.83,15.88,65.09,True,3,80354.0,1000.0,73063205.0,1482719.0,20.76,88.41,1661396.0,8.27,0.77,20,76.72
V29420,Village_9420,District_17,Karnataka,15.74869,79.433084,22.8,4.72,3006.0,33.05,31.23,637.0,16.18,39052,8646,18464740.0,10155557.0,1696960.0,True,95.46,21.66,70.83,12.27,137.35,False,13,197148.0,1000.0,62554681.0,1043491.0,19.32,85.25,1418752.0,6.67,0.91,20,50.88
V29421,Village_9421,District_14,Maharashtra,13.4394,77.859854,28.49,5.86,3245.0,19.98,31.36,1558.0,13.06,1833,490,1190585.0,473978.0,46927.0,True,74.39,16.31,75.3,3.12,91.11,False,3,146442.0,950.25,43087012.0,798291.0,22.16,89.82,2022745.0,8.08,0.62,25,57.26
V29422,Village_9422,District_30,Madhya Pradesh,8.900032,95.420147,5.5,6.02,2293.0,31.81,26.62,630.0,29.79,12444,2532,4858352.0,1884926.0,338694.0,False,0.0,5.08,48.98,7.77,148.39,False,2,199527.0,1000.0,58462361.0,2237111.0,21.38,89.36,2098989.0,4.98,0.75,21,83.29
V29423,Village_9423,District_2,Rajasthan,15.53581,91.147438,48.52,6.17,2792.0,30.11,23.1,533.0,58.32,8215,1934,4224089.0,2311801.0,413307.0,True,76.45,12.7,53.21,12.79,17.68,True,17,26246.0,1000.0,68381903.0,1125851.0,17.01,90.51,1733600.0,6.98,0.6,20,65.75
V29424,Village_9424,District_13,Telangana,10.493997,94.021489,46.0,4.74,2861.0,12.68,21.7,1093.0,54.74,37095,6842,17079861.0,8719485.0,520504.0,False,0.0,10.42,209.42,20.47,137.19,False,16,209950.0,1000.0,56817575.0,589186.0,22.04,86.19,1643273.0,6.51,0.71,21,75.12
V29425,Village_9425,District_25,Telangana,29.295807,73.332212,9.18,4.31,2784.0,25.58,24.94,1125.0,24.87,6611,1353,3978603.0,1632535.0,472735.0,True,75.22,8.77,12.59,12.96,5.46,False,3,6615.0,1000.0,56185087.0,1122100.0,17.1,80.13,1077783.0,5.26,0.84,20,47.18
V29426,Village_9426,District_5,Karnataka,27.186032,81.310525,32.96,4.85,2907.0,28.27,19.94,163.0,20.65,34733,7648,15940190.0,7944059.0,529217.0,True,83.39,17.12,38.24,11.07,35.83,True,12,58927.0,1000.0,72118594.0,991087.0,16.15,76.35,1091406.0,5.78,0.32,20,54.44
V29427,Village_9427,District_30,Uttar Pradesh,20.784425,78.42436,57.39,5.03,2890.0,25.1,22.03,1534.0,45.35,33418,8035,18018134.0,3344593.0,1233320.0,True,67.27,9.23,51.53,8.91,75.83,False,8,107008.0,1000.0,70131290.0,2574574.0,19.93,84.03,1537349.0,8.28,0.43,24,60.9
V29428,Village_9428,District_7,Bihar,21.120757,89.292368,11.56,5.34,2438.0,9.44,32.58,360.0,24.92,32072,6204,15161953.0,3482160.0,956245.0,False,0.0,8.34,166.96,27.11,50.55,True,2,69339.0,1000.0,69228398.0,2167942.0,21.15,82.41,1698613.0,4.56,0.36,25,79.94
V29429,Village_9429,District_18,Bihar,16.696177,85.400742,4.69,4.85,2533.0,24.55,25.7,1568.0,52.17,27029,5164,11198565.0,1888809.0,795825.0,False,0.0,10.39,177.01,23.43,129.4,False,8,229431.0,1000.0,53101885.0,949206.0,17.19,86.08,1309733.0,8.75,0.57,21,75.3
V29430,Village_9430,District_30,Rajasthan,20.288885,75.921421,53.49,4.62,2232.0,7.3,25.53,311.0,54.7,20237,4430,7852811.0,3780774.0,692220.0,True,66.03,15.36,75.1,10.54,62.69,False,6,79586.0,1000.0,60754507.0,1379853.0,16.62,88.25,1236661.0,4.97,0.42,23,55.07
V29431,Village_9431,District_5,Uttar Pradesh,33.078558,93.69333,13.78,5.55,2554.0,8.72,24.13,428.0,24.72,19007,4248,6665777.0,2068926.0,765790.0,True,68.51,19.18,7.97,10.8,66.27,False,7,87385.0,1000.0,54880663.0,1261117.0,17.77,90.36,1626371.0,6.25,0.47,25,63.86
V29432,Village_9432,District_1,Rajasthan,10.369864,87.131518,58.02,5.21,2261.0,27.34,26.04,1206.0,36.14,18202,3974,9471848.0,3137856.0,1013280.0,True,99.08,18.98,38.17,4.8,133.37,True,19,192995.0,1000.0,61403309.0,670947.0,16.23,91.87,1417728.0,6.38,0.83,22,52.26
V29433,Village_9433,District_1,Karnataka,15.560253,75.932147,6.91,4.89,2358.0,33.7,18.74,1725.0,42.3,7818,1557,4361189.0,1079826.0,416542.0,False,0.0,4.76,98.52,6.3,34.59,False,10,41663.0,1000.0,67144178.0,1764966.0,18.09,91.16,1471684.0,4.83,0.85,24,71.71
V29434,Village_9434,District_27,Tamil Nadu,11.148268,73.130387,2.73,6.4,2240.0,30.88,24.86,1213.0,24.31,25681,7058,13716262.0,4423559.0,1156453.0,True,78.15,11.49,60.18,3.94,53.94,True,11,89719.0,1000.0,65116857.0,1892172.0,16.41,91.47,1753195.0,5.09,0.96,24,70.09
V29435,Village_9435,District_22,Maharashtra,12.041532,87.590983,11.55,5.44,2812.0,33.83,33.54,955.0,43.17,31628,8349,16917368.0,5644788.0,543078.0,True,68.46,20.38,33.78,5.52,115.84,False,4,187485.0,1000.0,63999702.0,1670634.0,16.12,89.3,1429151.0,7.05,0.57,22,63.96
V29436,Village_9436,District_9,Karnataka,9.003043,68.224231,14.52,4.68,2591.0,12.78,25.0,366.0,24.76,12307,2517,5852317.0,1191231.0,634915.0,False,0.0,11.56,141.69,31.86,133.84,False,15,229178.0,1000.0,66946295.0,1144221.0,17.46,78.15,1165419.0,6.84,0.84,20,70.01
V29437,Village_9437,District_8,Telangana,13.190016,95.45397,23.85,5.32,2932.0,14.93,24.81,609.0,53.08,27637,7128,12347460.0,5391599.0,1071746.0,True,97.45,20.54,42.17,8.55,74.91,True,19,109578.0,1000.0,67376392.0,2671936.0,16.79,76.31,1243961.0,6.36,0.37,21,54.89
V29438,Village_9438,District_24,Maharashtra,33.392464,96.256813,2.55,6.01,2610.0,14.2,27.62,1425.0,57.0,11373,2227,4107397.0,2081970.0,188445.0,True,82.32,16.15,54.34,6.34,55.33,False,10,85053.0,1000.0,63238116.0,1717732.0,22.87,79.36,1990697.0,7.51,0.34,22,63.67
V29439,Village_9439,District_4,Bihar,23.096862,96.744138,5.38,4.56,2241.0,6.73,30.12,515.0,17.17,420,77,258945.0,127321.0,8809.0,True,76.36,23.59,58.34,11.64,139.9,False,2,230188.0,220.2,16088154.0,230334.0,17.86,80.19,262450.0,4.84,0.56,22,10.76
V29440,Village_9440,District_15,Maharashtra,24.25106,88.24872,17.24,5.69,3099.0,5.71,29.58,1504.0,46.04,32110,7362,19851389.0,5924277.0,2245793.0,True,70.46,8.28,33.29,5.46,141.06,False,9,201940.0,1000.0,67921365.0,952573.0,22.59,77.56,1819404.0,8.46,0.98,22,66.61
V29441,Village_9441,District_25,Tamil Nadu,18.585645,96.892597,46.35,6.18,3081.0,13.06,31.84,1376.0,19.36,35708,7402,13834632.0,6359723.0,1163271.0,True,76.64,16.4,1.54,3.51,71.55,True,4,117655.0,1000.0,69243210.0,1165741.0,20.73,87.69,2050221.0,4.52,0.74,21,69.16
V29442,Village_9442,District_17,Rajasthan,30.40203,88.059199,50.08,5.25,3294.0,33.45,32.77,191.0,44.22,32436,7561,12986047.0,3170819.0,698985.0,True,75.62,16.44,4.7,6.64,95.72,False,0,142885.0,1000.0,48199669.0,733020.0,17.86,84.56,1447000.0,7.46,0.41,21,61.1
V29443,Village_9443,District_19,Andhra Pradesh,33.81454,69.415331,49.93,5.66,3083.0,28.86,20.28,857.0,31.37,18106,3510,7229687.0,2919002.0,247252.0,True,80.41,23.49,63.54,7.96,93.77,False,18,135031.0,1000.0,49995426.0,1955151.0,17.66,88.52,1614773.0,6.55,0.96,21,61.84
V29444,Village_9444,District_2,Karnataka,33.978854,96.361148,1.29,5.0,3031.0,16.33,26.26,1700.0,14.76,36657,9652,19818463.0,10718730.0,1090951.0,True,76.96,14.62,15.87,3.38,148.62,False,13,183936.0,1000.0,45001894.0,690711.0,18.71,81.33,1388537.0,5.42,0.89,21,58.21
V29445,Village_9445,District_6,Uttar Pradesh,14.229934,84.242261,20.15,5.06,3108.0,21.61,19.69,1431.0,55.81,34282,7203,11366141.0,4783245.0,871860.0,True,70.02,13.33,16.29,5.26,101.3,False,19,160109.0,1000.0,56685724.0,2266818.0,19.18,79.95,1416056.0,6.38,0.49,21,60.06
V29446,Village_9446,District_19,Karnataka,32.117209,69.54602,24.69,4.41,3107.0,15.23,21.54,124.0,42.15,42515,11864,16185840.0,4356078.0,959129.0,True,68.72,8.71,31.27,0.63,59.94,False,19,104128.0,1000.0,46297202.0,1611609.0,16.61,90.31,1207277.0,6.14,0.49,20,55.04
V29447,Village_9447,District_12,Madhya Pradesh,11.03742,69.078262,38.23,5.86,2757.0,29.85,27.86,1288.0,12.78,44766,12432,21332700.0,9661230.0,1404306.0,False,0.0,8.56,183.48,28.07,77.03,False,7,114468.0,1000.0,47212335.0,1121051.0,22.29,86.38,2059130.0,7.23,0.31,22,87.74
V29448,Village_9448,District_22,Telangana,23.099565,83.586322,32.82,6.16,2521.0,9.44,28.36,1482.0,35.82,21008,4046,13065488.0,6645698.0,1133222.0,True,74.71,13.06,7.45,5.34,111.22,False,12,168080.0,1000.0,45216914.0,1778585.0,19.84,78.06,1741060.0,7.85,0.54,21,69.49
V29449,Village_9449,District_2,Gujarat,34.552828,93.689448,38.55,4.52,3174.0,17.33,25.91,360.0,32.99,31086,5900,20399109.0,4852676.0,1456642.0,False,0.0,8.3,238.94,19.71,75.45,False,14,97876.0,1000.0,60603001.0,1508693.0,22.82,76.56,1441182.0,7.86,0.82,24,72.78
V29450,Village_9450,District_10,Bihar,13.761432,89.531668,31.14,6.34,2356.0,14.24,28.58,246.0,29.38,27150,7283,9325360.0,1399867.0,315104.0,True,69.02,15.0,61.81,8.3,142.6,False,10,215754.0,1000.0,46942259.0,1312284.0,20.44,89.48,2116211.0,8.65,0.42,21,73.83
V29451,Village_9451,District_4,Andhra Pradesh,8.620893,89.549139,32.39,5.58,2433.0,9.06,30.49,733.0,18.27,4974,952,3125969.0,1342619.0,312603.0,True,83.52,9.16,32.53,10.0,121.34,False,15,216868.0,1000.0,59567310.0,2053809.0,22.36,81.88,1864433.0,5.6,0.8,25,54.78
V29452,Village_9452,District_7,Rajasthan,10.401006,92.01317,20.01,5.81,3081.0,5.72,29.58,1734.0,49.75,11857,3322,6419615.0,2626079.0,360400.0,True,72.41,9.91,6.32,4.75,93.5,False,16,146376.0,1000.0,71469025.0,909845.0,18.72,84.71,1681433.0,5.4,0.68,25,63.23
V29453,Village_9453,District_26,Uttar Pradesh,23.825841,73.910606,28.84,5.42,2836.0,12.74,30.44,1224.0,50.66,15816,3195,5930595.0,2571435.0,221426.0,True,97.14,21.67,53.67,7.74,0.53,False,7,830.0,1000.0,50206367.0,700285.0,19.48,84.38,1625888.0,6.68,0.51,22,55.76
V29454,Village_9454,District_21,Madhya Pradesh,30.85114,84.003394,19.92,4.52,2685.0,19.32,23.25,163.0,56.07,41559,7964,23125194.0,4366471.0,820923.0,True,72.95,9.35,14.27,9.18,126.23,False,14,209039.0,1000.0,72072953.0,749205.0,18.9,85.05,1325981.0,6.83,0.32,24,54.58
V29455,Village_9455,District_10,Bihar,32.400222,68.81439,38.6,5.97,2290.0,16.81,34.09,475.0,41.14,15390,3264,5607315.0,1367755.0,284337.0,True,83.5,19.17,74.35,0.67,24.13,False,1,40114.0,1000.0,65663409.0,1546597.0,18.24,89.01,1768890.0,8.54,0.8,22,64.21
V29456,Village_9456,District_7,Rajasthan,12.15913,87.090045,20.21,4.81,2713.0,10.47,34.55,471.0,21.97,33325,6158,18554256.0,7719632.0,902186.0,True,92.16,14.45,9.53,2.57,78.33,False,15,98436.0,1000.0,69997978.0,2273280.0,21.99,82.26,1587895.0,4.87,0.98,22,51.91
V29457,Village_9457,District_8,Tamil Nadu,24.064071,74.992089,3.69,6.15,2554.0,14.06,26.03,1062.0,10.6,25803,5835,14910220.0,6698789.0,620405.0,True,77.95,19.15,35.08,5.9,44.17,False,4,73549.0,1000.0,50059241.0,681806.0,22.69,78.27,1993278.0,6.21,0.59,21,68.94
V29458,Village_9458,District_21,Karnataka,31.196913,72.904941,54.56,6.23,2808.0,14.55,22.94,1622.0,39.62,5806,1238,2600469.0,1071638.0,304056.0,True,72.88,9.12,9.58,3.65,88.02,False,8,141608.0,1000.0,58557356.0,2098038.0,21.33,87.04,2110866.0,7.81,0.65,23,65.59
V29459,Village_9459,District_25,Madhya Pradesh,17.802213,72.541944,17.49,4.83,3185.0,25.2,32.07,368.0,40.03,5363,1393,3466491.0,733740.0,156931.0,True,72.25,12.63,34.87,5.45,27.82,False,10,41604.0,1000.0,46024155.0,1076192.0,23.96,89.09,1881593.0,4.78,0.57,20,52.88
V29460,Village_9460,District_14,Bihar,20.270736,81.049123,42.6,4.32,2271.0,27.48,25.76,1761.0,14.77,42258,8361,18294082.0,6267281.0,1569027.0,True,81.18,19.97,64.73,8.6,7.68,False,1,11447.0,1000.0,69957942.0,2759218.0,16.31,91.94,1182238.0,5.69,0.79,22,50.63
V29461,Village_9461,District_2,Bihar,18.046468,75.708955,30.35,4.65,2600.0,13.53,25.54,243.0,58.76,29797,5887,10161279.0,2337232.0,1124489.0,False,0.0,9.81,85.41,2.29,34.45,True,12,48513.0,1000.0,49565027.0,1046817.0,23.04,88.28,1726079.0,7.29,0.49,24,74.57
V29462,Village_9462,District_16,Gujarat,9.045478,78.33107,31.64,6.04,2432.0,8.08,32.12,1371.0,12.56,8776,1731,4291301.0,1185103.0,150950.0,True,73.58,17.75,60.96,11.5,75.78,True,3,114231.0,1000.0,70069335.0,2546350.0,23.73,90.03,2354967.0,5.79,0.69,23,64.82
V29463,Village_9463,District_20,Uttar Pradesh,13.48491,90.990767,34.27,5.35,2755.0,9.47,24.53,1406.0,29.85,16601,3328,9641620.0,2137819.0,1108603.0,True,70.5,23.32,50.51,13.76,99.94,True,5,139411.0,1000.0,48873591.0,1723621.0,18.1,81.16,1434291.0,8.73,0.72,25,61.72
V29464,Village_9464,District_2,Uttar Pradesh,22.033072,76.947534,45.55,6.0,2285.0,29.21,26.09,1253.0,35.87,36470,10287,20641509.0,9819679.0,2127671.0,True,74.76,15.1,32.55,0.49,93.75,False,17,159198.0,1000.0,56431295.0,1813022.0,23.78,90.9,2366954.0,7.66,0.31,20,69.79
V29465,Village_9465,District_15,Uttar Pradesh,32.599556,90.168761,23.62,5.25,2824.0,16.33,18.55,1687.0,55.71,42287,10568,20508124.0,3987248.0,1962075.0,True,90.6,9.08,55.86,12.45,39.31,False,6,68153.0,1000.0,73045775.0,1984093.0,16.96,90.25,1466544.0,4.59,0.32,22,57.01
V29466,Village_9466,District_13,Tamil Nadu,14.043944,72.51366,27.59,5.48,3126.0,16.2,31.17,1279.0,25.33,35622,7362,14812422.0,6241104.0,1487228.0,False,0.0,6.16,226.52,20.66,42.59,False,18,52873.0,1000.0,71347240.0,1149974.0,18.94,88.67,1679578.0,6.96,0.78,22,82.11
V29467,Village_9467,District_21,Andhra Pradesh,21.699544,93.997857,40.48,5.42,2502.0,6.21,31.57,1013.0,21.68,11474,2518,6865852.0,3000234.0,818926.0,True,77.4,16.97,2.12,9.87,12.25,False,0,21391.0,1000.0,63416117.0,2292658.0,19.1,87.42,1651606.0,7.38,0.97,21,59.47
V29468,Village_9468,District_7,Gujarat,27.069276,93.663159,18.12,5.57,2581.0,20.1,28.65,1358.0,41.85,21898,5047,7938830.0,2704191.0,868846.0,False,0.0,9.35,114.14,28.17,34.86,False,6,60596.0,1000.0,49218831.0,1558812.0,16.28,86.41,1430001.0,5.05,0.81,23,81.36
V29469,Village_9469,District_18,Tamil Nadu,14.640622,68.490158,51.92,4.5,2818.0,28.23,30.57,628.0,15.94,39729,7378,17834081.0,9282897.0,806291.0,True,85.67,8.87,79.85,3.33,146.55,True,12,220989.0,1000.0,47991433.0,1095264.0,19.4,81.67,1301187.0,8.29,0.66,22,51.92
V29470,Village_9470,District_1,Maharashtra,26.030962,89.194044,6.35,5.45,3125.0,22.64,19.48,515.0,54.89,24379,5177,14841628.0,2440747.0,766517.0,True,90.46,11.48,55.79,7.79,85.97,False,11,109043.0,1000.0,65094890.0,2292749.0,23.31,91.77,2127661.0,7.5,0.74,25,58.84
V29471,Village_9471,District_16,Gujarat,16.426705,82.159879,33.58,5.52,2405.0,15.98,19.83,780.0,28.55,30856,7539,17855285.0,4576794.0,583070.0,True,84.24,19.93,77.9,0.71,149.2,False,7,267423.0,1000.0,64691149.0,1793008.0,22.43,89.28,2017369.0,7.08,0.41,22,61.19
V29472,Village_9472,District_16,Gujarat,27.373966,93.788992,7.5,6.1,2678.0,30.57,21.29,1699.0,22.12,36976,6887,21486620.0,3443028.0,1261553.0,True,77.56,22.97,57.95,8.27,114.77,False,0,204423.0,1000.0,49642845.0,520013.0,16.17,84.94,1529026.0,7.41,0.87,21,69.16
V29473,Village_9473,District_12,Bihar,11.343822,95.390326,55.09,6.22,2460.0,32.99,21.42,318.0,14.35,31369,8049,14464164.0,6622034.0,784809.0,True,74.45,14.9,9.55,9.63,111.22,False,15,182487.0,1000.0,48729407.0,1793935.0,16.8,76.09,1451076.0,5.28,0.74,22,69.8
V29474,Village_9474,District_1,Tamil Nadu,26.330457,77.972254,39.63,4.83,2320.0,19.92,27.72,1436.0,26.64,14991,2834,5981669.0,1409290.0,526786.0,False,0.0,10.64,228.39,34.46,46.66,True,3,66315.0,1000.0,74104011.0,2224730.0,22.42,84.7,1673898.0,5.86,0.46,24,73.05
V29475,Village_9475,District_30,Bihar,12.634013,93.912318,58.61,5.28,2481.0,21.66,25.18,164.0,58.11,1221,241,456431.0,224519.0,15121.0,True,70.16,15.43,63.09,6.1,4.67,False,18,6619.0,316.34,20972197.0,356831.0,21.23,85.08,550590.0,6.57,0.83,22,53.5
V29476,Village_9476,District_10,Maharashtra,30.792642,91.288999,46.4,5.12,2940.0,11.75,28.47,710.0,45.15,32285,8016,20460230.0,4096560.0,2130300.0,True,84.11,12.86,70.52,7.7,148.09,False,12,221161.0,1000.0,59165616.0,814142.0,18.34,84.47,1447554.0,8.25,0.67,20,57.52
V29477,Village_9477,District_15,Tamil Nadu,26.958762,96.066113,5.64,4.36,2494.0,28.0,19.47,1600.0,40.42,43276,9912,27612436.0,12676131.0,1033051.0,True,85.64,20.96,68.08,5.78,41.55,False,8,63267.0,1000.0,54187853.0,1173496.0,18.42,77.24,1132091.0,7.5,0.74,25,50.51
V29478,Village_9478,District_4,Uttar Pradesh,27.338012,71.393647,1.95,5.44,3147.0,34.8,33.45,221.0,22.15,31196,7751,11129415.0,5707661.0,1107997.0,True,77.93,16.29,59.67,1.58,88.11,True,1,143211.0,1000.0,66294114.0,1587472.0,21.44,81.57,1736269.0,5.55,0.45,25,61.38
V29479,Village_9479,District_13,Maharashtra,15.189129,89.475846,48.17,4.37,3119.0,9.96,24.39,372.0,51.87,40772,9032,26158813.0,7446759.0,1992908.0,True,83.47,22.64,18.88,10.22,109.57,False,1,194276.0,1000.0,72508520.0,870510.0,17.43,91.03,1265395.0,4.99,0.99,21,50.14
V29480,Village_9480,District_21,Tamil Nadu,34.647483,90.146454,11.82,5.83,2282.0,23.05,23.86,1046.0,46.18,33332,6394,12097815.0,5726313.0,437592.0,True,90.52,23.32,31.03,13.58,9.84,False,7,16511.0,1000.0,48395334.0,770161.0,22.95,79.58,1943202.0,4.6,0.43,23,62.92
V29481,Village_9481,District_29,Bihar,8.689205,96.810537,16.99,5.24,2529.0,12.96,18.13,531.0,50.24,34456,8403,13166572.0,3896373.0,890724.0,True,86.96,20.55,33.21,14.41,67.54,True,4,84706.0,1000.0,72955728.0,1687180.0,19.66,81.08,1524374.0,5.29,0.4,22,57.37
